   2.9414999999999998e+02	   7.9738617065273099e-15	   9.9999999999999995e-08	   1.0026463407278062e-07	
   1.3806487999999998e-23	   8.0562140397108960e-15	   1.0100000000000000e-07	   1.0126736442391422e-07	
   5.1470000000000000e+03	   8.1386224217554341e-15	   1.0200000000000000e-07	   1.0227009660696903e-07	
   3.4000000000000002e-01	   8.2210869887962694e-15	   1.0300000000000001e-07	   1.0327283055606691e-07	
   4.5000000000000006e-08	   8.3036078773822823e-15	   1.0400000000000000e-07	   1.0427556639261481e-07	
   1.2000000000000000e-09	   8.3861852244774135e-15	   1.0500000000000000e-07	   1.0527830399748353e-07	
   3.3999999999999997e-01	   8.4688191674621449e-15	   1.0600000000000001e-07	   1.0628104343988805e-07	
   1.5000000000000000e-09	   8.5515098441350527e-15	   1.0700000000000001e-07	   1.0728378466877514e-07	
   2.0000000000000001e-09	   8.6342573927143352e-15	   1.0800000000000001e-07	   1.0828652776289010e-07	
   3.9600000000000000e+02	   8.7170619518393398e-15	   1.0900000000000001e-07	   1.0928927267859212e-07	
   0.0000000000000000e+00	   8.7999236605720888e-15	   1.0999999999999999e-07	   1.1029201943925772e-07	
   0.0000000000000000e+00	   8.8828426583988570e-15	   1.1100000000000000e-07	   1.1129476800707015e-07	
   0.0000000000000000e+00	   8.9658190852316865e-15	   1.1200000000000000e-07	   1.1229751847824702e-07	
   0.0000000000000000e+00	   9.0488530814099940e-15	   1.1299999999999999e-07	   1.1330027075589656e-07	
   0.0000000000000000e+00	   9.1319447877020890e-15	   1.1400000000000000e-07	   1.1430302494417833e-07	
   0.0000000000000000e+00	   9.2150943453067876e-15	   1.1500000000000000e-07	   1.1530578095096559e-07	
   0.0000000000000000e+00	   9.2983018958549810e-15	   1.1600000000000001e-07	   1.1630853882028389e-07	
   0.0000000000000000e+00	   9.3815675814112047e-15	   1.1700000000000000e-07	   1.1731129860039446e-07	
   0.0000000000000000e+00	   9.4648915444752722e-15	   1.1800000000000000e-07	   1.1831406020552402e-07	
   0.0000000000000000e+00	   9.5482739279838081e-15	   1.1900000000000001e-07	   1.1931682368922851e-07	
   0.0000000000000000e+00	   9.6317148753119444e-15	   1.2000000000000002e-07	   1.2031958910929946e-07	
   0.0000000000000000e+00	   9.7152145302748679e-15	   1.2100000000000001e-07	   1.2132235638631717e-07	
   0.0000000000000000e+00	   9.7987730371294566e-15	   1.2199999999999998e-07	   1.2232512558336796e-07	
   0.0000000000000000e+00	   9.8823905405759489e-15	   1.2300000000000000e-07	   1.2332789662420910e-07	
   0.0000000000000000e+00	   9.9660671857595180e-15	   1.2400000000000000e-07	   1.2433066957722126e-07	
   0.0000000000000000e+00	   1.0049803118271957e-14	   1.2499999999999999e-07	   1.2533344444217973e-07	
   0.0000000000000000e+00	   1.0133598484153293e-14	   1.2599999999999999e-07	   1.2633622129434838e-07	
   0.0000000000000000e+00	   1.0217453429893490e-14	   1.2699999999999999e-07	   1.2733899999152615e-07	
   0.0000000000000000e+00	   1.0301368102434099e-14	   1.2800000000000001e-07	   1.2834178061268317e-07	
   0.0000000000000000e+00	   1.0385342649169873e-14	   1.2900000000000000e-07	   1.2934456316606613e-07	
   0.0000000000000000e+00	   1.0469377217950552e-14	   1.3000000000000000e-07	   1.3034734766203951e-07	
   0.0000000000000000e+00	   1.0553471957082442e-14	   1.3100000000000000e-07	   1.3135013403706781e-07	
   0.0000000000000000e+00	   1.0637627015330192e-14	   1.3199999999999999e-07	   1.3235292245725761e-07	
   0.0000000000000000e+00	   1.0721842541918422e-14	   1.3300000000000001e-07	   1.3335571278676174e-07	
   0.0000000000000000e+00	   1.0806118686533490e-14	   1.3400000000000001e-07	   1.3435850504282768e-07	
   0.0000000000000000e+00	   1.0890455599325169e-14	   1.3500000000000000e-07	   1.3536129924482075e-07	
   0.0000000000000000e+00	   1.0974853430908413e-14	   1.3600000000000000e-07	   1.3636409541422430e-07	
   0.0000000000000000e+00	   1.1059312332365025e-14	   1.3700000000000000e-07	   1.3736689357463951e-07	
   0.0000000000000000e+00	   1.1143832455245456e-14	   1.3800000000000002e-07	   1.3836969367206102e-07	
   0.0000000000000000e+00	   1.1228413951570488e-14	   1.3900000000000001e-07	   1.3937249573273727e-07	
   0.0000000000000000e+00	   1.1313056973833067e-14	   1.4000000000000001e-07	   1.4037529978503459e-07	
   0.0000000000000000e+00	   1.1397761674999969e-14	   1.4100000000000001e-07	   1.4137810585943708e-07	
   0.0000000000000000e+00	   1.1482528208513664e-14	   1.4200000000000000e-07	   1.4238091390670463e-07	
   0.0000000000000000e+00	   1.1567356728294006e-14	   1.4300000000000000e-07	   1.4338372395996881e-07	
   0.0000000000000000e+00	   1.1652247388740096e-14	   1.4400000000000002e-07	   1.4438653597157778e-07	
   0.0000000000000000e+00	   1.1737200344731966e-14	   1.4500000000000001e-07	   1.4538934997731037e-07	
   0.0000000000000000e+00	   1.1822215751632515e-14	   1.4600000000000001e-07	   1.4639216601506321e-07	
   0.0000000000000000e+00	   1.1907293765289211e-14	   1.4700000000000001e-07	   1.4739498412485078e-07	
   0.0000000000000000e+00	   1.1992434542035946e-14	   1.4800000000000000e-07	   1.4839780417876771e-07	
   0.0000000000000000e+00	   1.2077638238694844e-14	   1.4900000000000002e-07	   1.4940062630343568e-07	
   0.0000000000000000e+00	   1.2162905012578120e-14	   1.5000000000000002e-07	   1.5040345045755658e-07	
   0.0000000000000000e+00	   1.2248235021489887e-14	   1.5100000000000002e-07	   1.5140627659983231e-07	
