t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
1.958062E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.064228E+2	2.404370E+2	3.072844E+2	2.394265E+2	-4.699707E-2	6.286621E-2	-4.101257E+0
1.958064E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.062692E+2	2.405037E+2	3.072755E+2	2.394199E+2	-5.279541E-2	5.889893E-2	-4.100647E+0
1.958066E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.062692E+2	2.405037E+2	3.072755E+2	2.394199E+2	-4.089355E-2	5.493164E-2	-4.101257E+0
1.958068E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.064695E+2	2.405042E+2	3.073723E+2	2.394488E+2	-3.051758E-2	5.004883E-2	-4.101562E+0
1.958070E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.064695E+2	2.405042E+2	3.073723E+2	2.394488E+2	-3.417969E-2	4.577637E-2	-4.099731E+0
1.958072E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.063445E+2	2.405524E+2	3.072817E+2	2.395209E+2	-2.868652E-2	4.150391E-2	-4.099731E+0
1.958074E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.063445E+2	2.405524E+2	3.072817E+2	2.395209E+2	-2.410889E-2	3.875732E-2	-4.099426E+0
1.958076E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.064009E+2	2.406115E+2	3.073851E+2	2.395595E+2	-2.807617E-2	3.631592E-2	-4.098816E+0
1.958078E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.064009E+2	2.406115E+2	3.073851E+2	2.395595E+2	-3.448486E-2	3.326416E-2	-4.098511E+0
1.958080E+4	2.172852E+1	2.610677E+1	7.213542E+0	3.063720E+2	2.405851E+2	3.072642E+2	2.395305E+2	-4.089355E-2	3.387451E-2	-4.099426E+0
