t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
1.880668E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064740E+2	2.405201E+2	3.070936E+2	2.399534E+2	-1.220703E-2	5.432129E-2	-4.128723E+0
1.880670E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064740E+2	2.405201E+2	3.070936E+2	2.399534E+2	-8.850098E-3	5.340576E-2	-4.130859E+0
1.880672E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063364E+2	2.404597E+2	3.069137E+2	2.399318E+2	3.356934E-3	5.737305E-2	-4.133911E+0
1.880674E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063364E+2	2.404597E+2	3.069137E+2	2.399318E+2	-5.493164E-3	5.889893E-2	-4.134521E+0
1.880676E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064132E+2	2.405126E+2	3.070414E+2	2.399467E+2	-1.495361E-2	5.920410E-2	-4.136353E+0
1.880678E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064132E+2	2.405126E+2	3.070414E+2	2.399467E+2	-1.190186E-2	5.859375E-2	-4.138489E+0
1.880680E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063104E+2	2.404644E+2	3.069717E+2	2.399365E+2	-1.464844E-2	6.072998E-2	-4.139099E+0
1.880682E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063104E+2	2.404644E+2	3.069717E+2	2.399365E+2	-1.281738E-2	5.950928E-2	-4.140015E+0
1.880684E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064438E+2	2.405006E+2	3.070145E+2	2.399155E+2	-1.861572E-2	6.011963E-2	-4.140930E+0
1.880686E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064438E+2	2.405006E+2	3.070145E+2	2.399155E+2	-2.471924E-2	5.950928E-2	-4.141541E+0
1.880688E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065093E+2	2.404944E+2	3.070681E+2	2.399248E+2	-2.563477E-2	5.950928E-2	-4.140930E+0
1.880690E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065093E+2	2.404944E+2	3.070681E+2	2.399248E+2	-2.441406E-2	6.225586E-2	-4.142761E+0
1.880692E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064973E+2	2.405015E+2	3.070902E+2	2.399303E+2	-2.746582E-2	6.134033E-2	-4.143066E+0
1.880694E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064973E+2	2.405015E+2	3.070902E+2	2.399303E+2	-2.868652E-2	6.072998E-2	-4.143982E+0
1.880696E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064596E+2	2.405006E+2	3.070878E+2	2.399340E+2	-1.983643E-2	6.164551E-2	-4.143066E+0
1.880698E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064596E+2	2.405006E+2	3.070878E+2	2.399340E+2	-1.434326E-2	6.164551E-2	-4.142761E+0
1.880700E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064534E+2	2.405408E+2	3.070421E+2	2.400119E+2	-2.166748E-2	6.042480E-2	-4.141235E+0
1.880702E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064534E+2	2.405408E+2	3.070421E+2	2.400119E+2	-1.922607E-2	5.981445E-2	-4.137268E+0
1.880704E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064614E+2	2.405390E+2	3.070003E+2	2.399890E+2	-2.532959E-2	5.981445E-2	-4.137268E+0
1.880706E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064614E+2	2.405390E+2	3.070003E+2	2.399890E+2	-2.227783E-2	6.164551E-2	-4.137268E+0
1.880708E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064898E+2	2.405553E+2	3.070676E+2	2.400010E+2	-1.403809E-2	6.225586E-2	-4.135437E+0
1.880710E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064898E+2	2.405553E+2	3.070676E+2	2.400010E+2	-1.831055E-2	6.072998E-2	-4.133606E+0
1.880712E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065143E+2	2.405735E+2	3.070561E+2	2.399891E+2	-5.798340E-3	6.256104E-2	-4.131470E+0
1.880714E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065143E+2	2.405735E+2	3.070561E+2	2.399891E+2	-6.713867E-3	6.317139E-2	-4.131470E+0
1.880716E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065210E+2	2.405215E+2	3.071211E+2	2.399281E+2	-2.258301E-2	5.950928E-2	-4.130249E+0
1.880718E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065210E+2	2.405215E+2	3.071211E+2	2.399281E+2	-2.471924E-2	6.072998E-2	-4.127502E+0
1.880720E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064976E+2	2.405060E+2	3.071112E+2	2.399853E+2	-3.814697E-2	6.042480E-2	-4.125671E+0
1.880722E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064976E+2	2.405060E+2	3.071112E+2	2.399853E+2	-4.699707E-2	6.011963E-2	-4.125061E+0
1.880724E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065544E+2	2.405003E+2	3.071169E+2	2.399609E+2	-4.394531E-2	6.103516E-2	-4.123840E+0
1.880726E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065544E+2	2.405003E+2	3.071169E+2	2.399609E+2	-3.265381E-2	6.164551E-2	-4.122925E+0
1.880728E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065895E+2	2.405543E+2	3.071797E+2	2.399851E+2	-2.868652E-2	6.225586E-2	-4.123840E+0
1.880730E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065895E+2	2.405543E+2	3.071797E+2	2.399851E+2	-3.204346E-2	6.042480E-2	-4.123840E+0
1.880732E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065864E+2	2.405182E+2	3.071235E+2	2.400203E+2	-2.075195E-2	6.103516E-2	-4.123840E+0
1.880734E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065864E+2	2.405182E+2	3.071235E+2	2.400203E+2	-1.983643E-2	6.195068E-2	-4.124451E+0
1.880736E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065420E+2	2.405237E+2	3.071212E+2	2.399344E+2	-3.448486E-2	6.195068E-2	-4.123840E+0
1.880738E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065420E+2	2.405237E+2	3.071212E+2	2.399344E+2	-3.997803E-2	6.286621E-2	-4.122314E+0
1.880740E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064848E+2	2.405389E+2	3.070758E+2	2.399821E+2	-3.479004E-2	6.530762E-2	-4.122009E+0
1.880742E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064848E+2	2.405389E+2	3.070758E+2	2.399821E+2	-2.655029E-2	6.652832E-2	-4.123230E+0
1.880744E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066785E+2	2.405858E+2	3.071653E+2	2.400017E+2	-1.464844E-2	6.835937E-2	-4.123840E+0
1.880746E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066785E+2	2.405858E+2	3.071653E+2	2.400017E+2	-1.647949E-2	7.110596E-2	-4.124756E+0
1.880748E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065686E+2	2.405013E+2	3.071454E+2	2.399224E+2	-1.464844E-2	6.866455E-2	-4.123230E+0
1.880750E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065686E+2	2.405013E+2	3.071454E+2	2.399224E+2	-1.892090E-2	6.774902E-2	-4.122620E+0
1.880752E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065280E+2	2.404426E+2	3.070542E+2	2.399326E+2	-1.739502E-2	6.835937E-2	-4.123230E+0
1.880754E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065280E+2	2.404426E+2	3.070542E+2	2.399326E+2	-5.493164E-2	6.591797E-2	-4.122620E+0
1.880756E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065926E+2	2.405334E+2	3.071184E+2	2.399392E+2	-7.934570E-2	6.530762E-2	-4.122925E+0
1.880758E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065926E+2	2.405334E+2	3.071184E+2	2.399392E+2	-5.310059E-2	7.049561E-2	-4.123840E+0
1.880760E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066560E+2	2.404991E+2	3.074040E+2	2.399504E+2	-4.821777E-2	6.561279E-2	-4.125061E+0
1.880762E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066560E+2	2.404991E+2	3.074040E+2	2.399504E+2	-3.814697E-2	6.622314E-2	-4.124451E+0
1.880764E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066189E+2	2.404785E+2	3.072682E+2	2.399737E+2	-1.129150E-2	6.774902E-2	-4.125366E+0
1.880766E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.066189E+2	2.404785E+2	3.072682E+2	2.399737E+2	-3.662109E-3	6.561279E-2	-4.124451E+0
1.880768E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063925E+2	2.405023E+2	3.071179E+2	2.399667E+2	-1.678467E-2	6.347656E-2	-4.124756E+0
1.880770E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.063925E+2	2.405023E+2	3.071179E+2	2.399667E+2	-7.629395E-3	6.561279E-2	-4.127197E+0
1.880772E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064330E+2	2.405322E+2	3.069681E+2	2.399947E+2	-1.678467E-2	6.622314E-2	-4.128113E+0
1.880774E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064330E+2	2.405322E+2	3.069681E+2	2.399947E+2	-3.967285E-2	6.347656E-2	-4.128418E+0
1.880776E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065269E+2	2.405685E+2	3.070686E+2	2.399754E+2	-2.746582E-2	6.561279E-2	-4.128113E+0
1.880778E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065269E+2	2.405685E+2	3.070686E+2	2.399754E+2	-5.493164E-3	7.049561E-2	-4.128723E+0
1.880780E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065788E+2	2.404674E+2	3.071798E+2	2.399185E+2	-6.103516E-3	7.202148E-2	-4.129639E+0
1.880782E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065788E+2	2.404674E+2	3.071798E+2	2.399185E+2	-8.850098E-3	7.232666E-2	-4.129944E+0
1.880784E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064455E+2	2.405083E+2	3.069965E+2	2.399425E+2	-8.239746E-3	7.537842E-2	-4.130859E+0
1.880786E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064455E+2	2.405083E+2	3.069965E+2	2.399425E+2	-2.136230E-2	7.446289E-2	-4.130859E+0
1.880788E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064681E+2	2.404737E+2	3.070473E+2	2.399568E+2	-4.241943E-2	7.507324E-2	-4.130859E+0
1.880790E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.064681E+2	2.404737E+2	3.070473E+2	2.399568E+2	-4.699707E-2	7.659912E-2	-4.132385E+0
1.880792E+4	2.246710E+1	2.616688E+1	7.395833E+0	3.065260E+2	2.405006E+2	3.069944E+2	2.399376E+2	-5.279541E-2	7.690430E-2	-4.132690E+0
1.880794E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065260E+2	2.405006E+2	3.069944E+2	2.399376E+2	-4.730225E-2	7.415771E-2	-4.132385E+0
1.880796E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.066020E+2	2.404678E+2	3.072433E+2	2.398944E+2	-2.410889E-2	7.568359E-2	-4.132690E+0
1.880798E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.066020E+2	2.404678E+2	3.072433E+2	2.398944E+2	-2.044678E-2	7.537842E-2	-4.133301E+0
1.880800E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065529E+2	2.404352E+2	3.071571E+2	2.399060E+2	-6.408691E-3	7.263184E-2	-4.132385E+0
1.880802E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065529E+2	2.404352E+2	3.071571E+2	2.399060E+2	1.220703E-3	7.415771E-2	-4.133606E+0
1.880804E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065100E+2	2.404720E+2	3.072130E+2	2.399347E+2	-3.967285E-3	7.263184E-2	-4.133301E+0
1.880806E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065100E+2	2.404720E+2	3.072130E+2	2.399347E+2	0.000000E+0	7.263184E-2	-4.133301E+0
1.880808E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063198E+2	2.404949E+2	3.069751E+2	2.399132E+2	3.051758E-4	7.293701E-2	-4.134521E+0
1.880810E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063198E+2	2.404949E+2	3.069751E+2	2.399132E+2	-2.746582E-3	7.110596E-2	-4.136047E+0
1.880812E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063731E+2	2.404225E+2	3.070025E+2	2.398838E+2	1.281738E-2	7.049561E-2	-4.136658E+0
1.880814E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063731E+2	2.404225E+2	3.070025E+2	2.398838E+2	2.197266E-2	7.232666E-2	-4.135742E+0
1.880816E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064525E+2	2.404990E+2	3.070294E+2	2.399121E+2	8.850098E-3	7.232666E-2	-4.136353E+0
1.880818E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064525E+2	2.404990E+2	3.070294E+2	2.399121E+2	-1.678467E-2	7.293701E-2	-4.139099E+0
1.880820E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063806E+2	2.404262E+2	3.069928E+2	2.399216E+2	-2.502441E-2	7.202148E-2	-4.140015E+0
1.880822E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063806E+2	2.404262E+2	3.069928E+2	2.399216E+2	-3.509521E-2	7.232666E-2	-4.139404E+0
1.880824E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064263E+2	2.404326E+2	3.070671E+2	2.398783E+2	-4.211426E-2	6.866455E-2	-4.139404E+0
1.880826E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064263E+2	2.404326E+2	3.070671E+2	2.398783E+2	-3.417969E-2	6.988525E-2	-4.139404E+0
1.880828E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064958E+2	2.404956E+2	3.070969E+2	2.399371E+2	-2.471924E-2	6.805420E-2	-4.139404E+0
1.880830E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064958E+2	2.404956E+2	3.070969E+2	2.399371E+2	-6.408691E-3	6.500244E-2	-4.138794E+0
1.880832E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065926E+2	2.403905E+2	3.071582E+2	2.398857E+2	-6.103516E-3	6.439209E-2	-4.139404E+0
1.880834E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.065926E+2	2.403905E+2	3.071582E+2	2.398857E+2	-9.155273E-4	6.286621E-2	-4.139709E+0
1.880836E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064347E+2	2.404686E+2	3.071248E+2	2.399397E+2	-2.502441E-2	5.981445E-2	-4.140320E+0
1.880838E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064347E+2	2.404686E+2	3.071248E+2	2.399397E+2	-3.570557E-2	5.706787E-2	-4.140625E+0
1.880840E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063367E+2	2.404846E+2	3.070601E+2	2.399290E+2	-3.051758E-2	5.676270E-2	-4.139709E+0
1.880842E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.063367E+2	2.404846E+2	3.070601E+2	2.399290E+2	-3.570557E-2	5.645752E-2	-4.141846E+0
1.880844E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064356E+2	2.404949E+2	3.070941E+2	2.399449E+2	-3.112793E-2	5.706787E-2	-4.142761E+0
1.880846E+4	2.246210E+1	2.616688E+1	7.395833E+0	3.064356E+2	2.404949E+2	3.070941E+2	2.399449E+2	-2.319336E-2	5.798340E-2	-4.141235E+0
1.880848E+4	2.245710E+1	2.616688E+1	7.395833E+0	3.064367E+2	2.404990E+2	3.070830E+2	2.399405E+2	-2.410889E-2	5.798340E-2	-4.140930E+0
1.880850E+4	2.245210E+1	2.616688E+1	7.395833E+0	3.064367E+2	2.404990E+2	3.070830E+2	2.399405E+2	-3.143311E-2	5.889893E-2	-4.140930E+0
1.880852E+4	2.245210E+1	2.616688E+1	7.395833E+0	3.065259E+2	2.404783E+2	3.071013E+2	2.399219E+2	-1.556396E-2	6.164551E-2	-4.138794E+0
1.880854E+4	2.244710E+1	2.616688E+1	7.395833E+0	3.065259E+2	2.404783E+2	3.071013E+2	2.399219E+2	-2.166748E-2	6.011963E-2	-4.139709E+0
1.880856E+4	2.244710E+1	2.616688E+1	7.395833E+0	3.065373E+2	2.404974E+2	3.071746E+2	2.399596E+2	-2.075195E-2	5.981445E-2	-4.139709E+0
1.880858E+4	2.244710E+1	2.616688E+1	7.395833E+0	3.065373E+2	2.404974E+2	3.071746E+2	2.399596E+2	-5.798340E-3	6.011963E-2	-4.137878E+0
1.880860E+4	2.244710E+1	2.616688E+1	7.395833E+0	3.065387E+2	2.405223E+2	3.071013E+2	2.399542E+2	1.525879E-2	6.042480E-2	-4.137268E+0
1.880862E+4	2.244210E+1	2.616688E+1	7.395833E+0	3.065387E+2	2.405223E+2	3.071013E+2	2.399542E+2	3.570557E-2	6.134033E-2	-4.136963E+0
1.880864E+4	2.244210E+1	2.616688E+1	7.395833E+0	3.064404E+2	2.405406E+2	3.070477E+2	2.399994E+2	4.577637E-2	5.950928E-2	-4.136353E+0
1.880866E+4	2.243711E+1	2.616688E+1	7.395833E+0	3.064404E+2	2.405406E+2	3.070477E+2	2.399994E+2	6.256104E-2	5.889893E-2	-4.135742E+0
1.880868E+4	2.243211E+1	2.616688E+1	7.395833E+0	3.063639E+2	2.404838E+2	3.069078E+2	2.399523E+2	5.737305E-2	5.859375E-2	-4.134827E+0
1.880870E+4	2.243211E+1	2.616688E+1	7.395833E+0	3.063639E+2	2.404838E+2	3.069078E+2	2.399523E+2	5.737305E-2	5.615234E-2	-4.134521E+0
1.880872E+4	2.242711E+1	2.616688E+1	7.395833E+0	3.063572E+2	2.404992E+2	3.068442E+2	2.399563E+2	6.042480E-2	5.737305E-2	-4.132996E+0
1.880874E+4	2.242711E+1	2.616688E+1	7.395833E+0	3.063572E+2	2.404992E+2	3.068442E+2	2.399563E+2	6.744385E-2	5.615234E-2	-4.132080E+0
1.880876E+4	2.242711E+1	2.616688E+1	7.395833E+0	3.062266E+2	2.405486E+2	3.068377E+2	2.400003E+2	8.239746E-2	5.554199E-2	-4.130554E+0
1.880878E+4	2.242711E+1	2.616688E+1	7.395833E+0	3.062266E+2	2.405486E+2	3.068377E+2	2.400003E+2	9.857178E-2	5.554199E-2	-4.129639E+0
1.880880E+4	2.242211E+1	2.616688E+1	7.395833E+0	3.061004E+2	2.405530E+2	3.067364E+2	2.399999E+2	1.141357E-1	5.279541E-2	-4.128418E+0
1.880882E+4	2.242211E+1	2.616688E+1	7.395833E+0	3.061004E+2	2.405530E+2	3.067364E+2	2.399999E+2	1.202393E-1	4.974365E-2	-4.128418E+0
1.880884E+4	2.241711E+1	2.616688E+1	7.395833E+0	3.061318E+2	2.405257E+2	3.065958E+2	2.400253E+2	1.324463E-1	4.852295E-2	-4.129028E+0
1.880886E+4	2.241211E+1	2.616688E+1	7.395833E+0	3.061318E+2	2.405257E+2	3.065958E+2	2.400253E+2	1.318359E-1	4.821777E-2	-4.128723E+0
1.880888E+4	2.241211E+1	2.616688E+1	7.395833E+0	3.060054E+2	2.404984E+2	3.066690E+2	2.399860E+2	1.315308E-1	4.699707E-2	-4.128113E+0
1.880890E+4	2.240711E+1	2.616688E+1	7.395833E+0	3.060054E+2	2.404984E+2	3.066690E+2	2.399860E+2	1.470947E-1	4.486084E-2	-4.126892E+0
1.880892E+4	2.241211E+1	2.616688E+1	7.395833E+0	3.059615E+2	2.405000E+2	3.066458E+2	2.399643E+2	1.608276E-1	4.425049E-2	-4.125061E+0
1.880894E+4	2.240711E+1	2.616688E+1	7.395833E+0	3.059615E+2	2.405000E+2	3.066458E+2	2.399643E+2	1.742554E-1	4.211426E-2	-4.125061E+0
1.880896E+4	2.240711E+1	2.616688E+1	7.395833E+0	3.057682E+2	2.405054E+2	3.063735E+2	2.399334E+2	1.889038E-1	4.089355E-2	-4.124146E+0
1.880898E+4	2.240211E+1	2.616688E+1	7.395833E+0	3.057682E+2	2.405054E+2	3.063735E+2	2.399334E+2	1.980591E-1	4.089355E-2	-4.124451E+0
1.880900E+4	2.240211E+1	2.616688E+1	7.395833E+0	3.058318E+2	2.405491E+2	3.063173E+2	2.399998E+2	1.977539E-1	4.058838E-2	-4.124451E+0
1.880902E+4	2.239711E+1	2.616688E+1	7.395833E+0	3.058318E+2	2.405491E+2	3.063173E+2	2.399998E+2	1.971436E-1	4.089355E-2	-4.123230E+0
1.880904E+4	2.239211E+1	2.616688E+1	7.395833E+0	3.057246E+2	2.404870E+2	3.063245E+2	2.399629E+2	2.066040E-1	4.119873E-2	-4.123535E+0
1.880906E+4	2.239711E+1	2.616688E+1	7.395833E+0	3.057246E+2	2.404870E+2	3.063245E+2	2.399629E+2	2.090454E-1	3.997803E-2	-4.123230E+0
1.880908E+4	2.239211E+1	2.616688E+1	7.395833E+0	3.056734E+2	2.405233E+2	3.063339E+2	2.399218E+2	2.209473E-1	4.211426E-2	-4.122620E+0
1.880910E+4	2.239211E+1	2.616688E+1	7.395833E+0	3.056734E+2	2.405233E+2	3.063339E+2	2.399218E+2	2.416992E-1	4.241943E-2	-4.122009E+0
1.880912E+4	2.238711E+1	2.616688E+1	7.395833E+0	3.056736E+2	2.404998E+2	3.062703E+2	2.399491E+2	2.386475E-1	4.150391E-2	-4.122314E+0
1.880914E+4	2.238711E+1	2.616688E+1	7.395833E+0	3.056736E+2	2.404998E+2	3.062703E+2	2.399491E+2	2.587891E-1	4.394531E-2	-4.122925E+0
1.880916E+4	2.238211E+1	2.616688E+1	7.395833E+0	3.056967E+2	2.405516E+2	3.062558E+2	2.399308E+2	2.655029E-1	4.455566E-2	-4.122620E+0
1.880918E+4	2.238211E+1	2.616688E+1	7.395833E+0	3.056967E+2	2.405516E+2	3.062558E+2	2.399308E+2	2.667236E-1	4.272461E-2	-4.122925E+0
1.880920E+4	2.237712E+1	2.616688E+1	7.395833E+0	3.054529E+2	2.405001E+2	3.060922E+2	2.399889E+2	2.722168E-1	4.028320E-2	-4.122925E+0
1.880922E+4	2.237212E+1	2.616688E+1	7.395833E+0	3.054529E+2	2.405001E+2	3.060922E+2	2.399889E+2	2.813721E-1	3.967285E-2	-4.121704E+0
1.880924E+4	2.237212E+1	2.616688E+1	7.395833E+0	3.054437E+2	2.404688E+2	3.060311E+2	2.399391E+2	3.204346E-1	4.058838E-2	-4.121399E+0
1.880926E+4	2.236712E+1	2.616688E+1	7.395833E+0	3.054437E+2	2.404688E+2	3.060311E+2	2.399391E+2	3.326416E-1	3.692627E-2	-4.120483E+0
1.880928E+4	2.236712E+1	2.616688E+1	7.395833E+0	3.054409E+2	2.405617E+2	3.060112E+2	2.399993E+2	3.521729E-1	3.479004E-2	-4.119263E+0
1.880930E+4	2.236712E+1	2.616688E+1	7.395833E+0	3.054409E+2	2.405617E+2	3.060112E+2	2.399993E+2	3.628540E-1	3.601074E-2	-4.120178E+0
1.880932E+4	2.236712E+1	2.616688E+1	7.395833E+0	3.052343E+2	2.405327E+2	3.058968E+2	2.399644E+2	3.536987E-1	3.448486E-2	-4.117126E+0
1.880934E+4	2.236212E+1	2.616688E+1	7.395833E+0	3.052343E+2	2.405327E+2	3.058968E+2	2.399644E+2	3.607178E-1	3.051758E-2	-4.116821E+0
1.880936E+4	2.236212E+1	2.616688E+1	7.395833E+0	3.050916E+2	2.404785E+2	3.058039E+2	2.399937E+2	3.591919E-1	2.838135E-2	-4.116821E+0
1.880938E+4	2.235712E+1	2.616688E+1	7.395833E+0	3.050916E+2	2.404785E+2	3.058039E+2	2.399937E+2	3.656006E-1	2.655029E-2	-4.116211E+0
1.880940E+4	2.235212E+1	2.616688E+1	7.395833E+0	3.050042E+2	2.405002E+2	3.057505E+2	2.399990E+2	3.790283E-1	2.441406E-2	-4.116821E+0
1.880942E+4	2.235212E+1	2.616688E+1	7.395833E+0	3.050042E+2	2.405002E+2	3.057505E+2	2.399990E+2	3.897095E-1	2.410889E-2	-4.117432E+0
1.880944E+4	2.234712E+1	2.616688E+1	7.395833E+0	3.050037E+2	2.404982E+2	3.057318E+2	2.399692E+2	4.043579E-1	2.410889E-2	-4.116516E+0
