t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
1.044820E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.067526E+2	1.729004E+2	3.074332E+2	1.713676E+2	-2.655029E-2	5.462646E-2	-7.571716E+0
1.044840E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068763E+2	1.729031E+2	3.075171E+2	1.714384E+2	-2.685547E-2	5.462646E-2	-7.572632E+0
1.044860E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068763E+2	1.729031E+2	3.075171E+2	1.714384E+2	-2.685547E-2	5.401611E-2	-7.571411E+0
1.044880E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068741E+2	1.728740E+2	3.075735E+2	1.713593E+2	-2.685547E-2	5.432129E-2	-7.571411E+0
1.044900E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068741E+2	1.728740E+2	3.075735E+2	1.713593E+2	-2.716064E-2	5.432129E-2	-7.572021E+0
1.044920E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068288E+2	1.729170E+2	3.075217E+2	1.713479E+2	-2.685547E-2	5.340576E-2	-7.570496E+0
1.044940E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068288E+2	1.729170E+2	3.075217E+2	1.713479E+2	-2.593994E-2	5.401611E-2	-7.571106E+0
1.044960E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068104E+2	1.728809E+2	3.074612E+2	1.713593E+2	-2.716064E-2	5.371094E-2	-7.570496E+0
1.044980E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068104E+2	1.728809E+2	3.074612E+2	1.713593E+2	-2.746582E-2	5.340576E-2	-7.570190E+0
1.045000E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068876E+2	1.728767E+2	3.075735E+2	1.714289E+2	-2.655029E-2	5.401611E-2	-7.570190E+0
1.045020E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.068876E+2	1.728767E+2	3.075735E+2	1.714289E+2	-2.716064E-2	5.462646E-2	-7.571106E+0
1.045040E+3	2.396578E+1	1.523625E+1	9.947917E+0	3.069064E+2	1.728583E+2	3.076175E+2	1.713517E+2	-2.655029E-2	5.432129E-2	-7.570801E+0
