t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
1.520248E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076376E+2	2.406197E+2	3.076936E+2	2.400932E+2	-4.882812E-3	-2.746582E-3	-4.074707E+0
1.520250E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076376E+2	2.406197E+2	3.076936E+2	2.400932E+2	-1.129150E-2	-5.187988E-3	-4.075012E+0
1.520252E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076376E+2	2.406197E+2	3.076936E+2	2.400932E+2	-1.983643E-2	-3.356934E-3	-4.073792E+0
1.520254E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076904E+2	2.405275E+2	3.077708E+2	2.400421E+2	-1.617432E-2	2.136230E-3	-4.073792E+0
1.520256E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076904E+2	2.405275E+2	3.077708E+2	2.400421E+2	-1.342773E-2	7.934570E-3	-4.074707E+0
1.520258E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.077642E+2	2.406021E+2	3.078100E+2	2.400571E+2	-1.434326E-2	1.495361E-2	-4.075012E+0
1.520260E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.077642E+2	2.406021E+2	3.078100E+2	2.400571E+2	-1.281738E-2	1.892090E-2	-4.075317E+0
1.520262E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076288E+2	2.405807E+2	3.076533E+2	2.400311E+2	-1.342773E-2	2.288818E-2	-4.074707E+0
1.520264E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076288E+2	2.405807E+2	3.076533E+2	2.400311E+2	-1.281738E-2	2.563477E-2	-4.075623E+0
1.520266E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076458E+2	2.405338E+2	3.076576E+2	2.399795E+2	-9.460449E-3	2.502441E-2	-4.074707E+0
1.520268E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076458E+2	2.405338E+2	3.076576E+2	2.399795E+2	-9.155273E-4	2.349854E-2	-4.074097E+0
1.520270E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076923E+2	2.405206E+2	3.076979E+2	2.399937E+2	1.525879E-3	2.166748E-2	-4.075623E+0
1.520272E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076923E+2	2.405206E+2	3.076979E+2	2.399937E+2	-6.408691E-3	2.075195E-2	-4.074402E+0
1.520274E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076012E+2	2.405159E+2	3.077191E+2	2.399648E+2	-1.464844E-2	1.953125E-2	-4.073181E+0
1.520276E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076012E+2	2.405159E+2	3.077191E+2	2.399648E+2	-1.525879E-2	2.197266E-2	-4.074097E+0
1.520278E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075568E+2	2.405432E+2	3.077138E+2	2.400134E+2	-1.922607E-2	2.288818E-2	-4.074402E+0
1.520280E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075568E+2	2.405432E+2	3.077138E+2	2.400134E+2	-2.624512E-2	2.563477E-2	-4.073486E+0
1.520282E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075990E+2	2.405492E+2	3.076500E+2	2.400025E+2	-2.014160E-2	3.112793E-2	-4.075012E+0
1.520284E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075990E+2	2.405492E+2	3.076500E+2	2.400025E+2	-1.861572E-2	3.570557E-2	-4.074402E+0
1.520286E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076168E+2	2.405622E+2	3.077241E+2	2.400256E+2	-1.007080E-2	3.997803E-2	-4.075317E+0
1.520288E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076168E+2	2.405622E+2	3.077241E+2	2.400256E+2	-1.220703E-3	4.333496E-2	-4.075317E+0
1.520290E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075706E+2	2.405243E+2	3.076457E+2	2.400041E+2	-1.831055E-3	3.997803E-2	-4.074097E+0
1.520292E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075706E+2	2.405243E+2	3.076457E+2	2.400041E+2	-5.798340E-3	3.570557E-2	-4.074402E+0
1.520294E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075324E+2	2.405468E+2	3.076500E+2	2.400037E+2	-4.577637E-3	3.051758E-2	-4.074402E+0
1.520296E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075324E+2	2.405468E+2	3.076500E+2	2.400037E+2	-3.051758E-3	2.441406E-2	-4.074097E+0
1.520298E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075345E+2	2.406404E+2	3.076372E+2	2.400886E+2	-7.934570E-3	1.922607E-2	-4.074402E+0
1.520300E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075345E+2	2.406404E+2	3.076372E+2	2.400886E+2	-3.356934E-3	1.831055E-2	-4.074402E+0
1.520302E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075155E+2	2.406611E+2	3.075733E+2	2.400927E+2	8.850098E-3	1.861572E-2	-4.073486E+0
1.520304E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075155E+2	2.406611E+2	3.075733E+2	2.400927E+2	1.403809E-2	1.983643E-2	-4.074097E+0
1.520306E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075562E+2	2.406211E+2	3.075761E+2	2.401079E+2	1.251221E-2	2.075195E-2	-4.075317E+0
1.520308E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075562E+2	2.406211E+2	3.075761E+2	2.401079E+2	1.251221E-2	2.227783E-2	-4.075012E+0
1.520310E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075398E+2	2.406026E+2	3.076394E+2	2.400967E+2	5.798340E-3	2.319336E-2	-4.076538E+0
1.520312E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075398E+2	2.406026E+2	3.076394E+2	2.400967E+2	-2.746582E-3	2.258301E-2	-4.076538E+0
1.520314E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074863E+2	2.405335E+2	3.076482E+2	2.399583E+2	-3.356934E-3	2.288818E-2	-4.076538E+0
1.520316E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074863E+2	2.405335E+2	3.076482E+2	2.399583E+2	-3.662109E-3	2.258301E-2	-4.074707E+0
1.520318E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076050E+2	2.406018E+2	3.076666E+2	2.400630E+2	4.882812E-3	2.380371E-2	-4.074707E+0
1.520320E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.076050E+2	2.406018E+2	3.076666E+2	2.400630E+2	1.098633E-2	2.471924E-2	-4.074707E+0
1.520322E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075312E+2	2.405684E+2	3.076093E+2	2.400185E+2	1.556396E-2	2.410889E-2	-4.075012E+0
1.520324E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075312E+2	2.405684E+2	3.076093E+2	2.400185E+2	1.342773E-2	2.288818E-2	-4.075928E+0
1.520326E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075674E+2	2.405570E+2	3.076612E+2	2.400235E+2	2.441406E-3	1.922607E-2	-4.076233E+0
1.520328E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075674E+2	2.405570E+2	3.076612E+2	2.400235E+2	-2.441406E-3	1.678467E-2	-4.076538E+0
1.520330E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074813E+2	2.405176E+2	3.075098E+2	2.399762E+2	-1.831055E-3	1.586914E-2	-4.075012E+0
1.520332E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074813E+2	2.405176E+2	3.075098E+2	2.399762E+2	6.103516E-4	1.770020E-2	-4.075623E+0
1.520334E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075757E+2	2.405699E+2	3.076106E+2	2.400243E+2	9.765625E-3	2.349854E-2	-4.075623E+0
1.520336E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075757E+2	2.405699E+2	3.076106E+2	2.400243E+2	1.403809E-2	2.838135E-2	-4.075317E+0
1.520338E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075846E+2	2.405384E+2	3.076498E+2	2.400229E+2	2.044678E-2	3.417969E-2	-4.075317E+0
1.520340E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075846E+2	2.405384E+2	3.076498E+2	2.400229E+2	2.532959E-2	4.241943E-2	-4.075317E+0
1.520342E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074848E+2	2.406093E+2	3.076408E+2	2.400556E+2	2.349854E-2	4.608154E-2	-4.075012E+0
1.520344E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.074848E+2	2.406093E+2	3.076408E+2	2.400556E+2	1.800537E-2	4.425049E-2	-4.076233E+0
1.520346E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075269E+2	2.405756E+2	3.076011E+2	2.400162E+2	8.850098E-3	3.997803E-2	-4.077454E+0
1.520348E+4	1.449313E+1	2.706234E+1	7.864583E+0	3.075269E+2	2.405756E+2	3.076011E+2	2.400162E+2	4.272461E-3	3.662109E-2	-4.076538E+0
