t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
2.154964E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068589E+2	2.408887E+2	3.078784E+2	2.408576E+2	-3.509521E-2	7.751465E-2	-4.117737E+0
2.154966E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068589E+2	2.408887E+2	3.078784E+2	2.408576E+2	-4.211426E-2	7.659912E-2	-4.116516E+0
2.154968E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068736E+2	2.409355E+2	3.078509E+2	2.408527E+2	-5.523682E-2	7.629395E-2	-4.116516E+0
2.154970E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068736E+2	2.409355E+2	3.078509E+2	2.408527E+2	-3.845215E-2	7.904053E-2	-4.115601E+0
2.154972E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069187E+2	2.408990E+2	3.079691E+2	2.408551E+2	-2.563477E-2	7.904053E-2	-4.114990E+0
2.154974E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069187E+2	2.408990E+2	3.079691E+2	2.408551E+2	-3.631592E-2	7.720947E-2	-4.114380E+0
2.154976E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068705E+2	2.409235E+2	3.078593E+2	2.408389E+2	-3.875732E-2	7.781982E-2	-4.114990E+0
2.154978E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068705E+2	2.409235E+2	3.078593E+2	2.408389E+2	-2.990723E-2	7.751465E-2	-4.116821E+0
2.154980E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069412E+2	2.409488E+2	3.078876E+2	2.408423E+2	-3.326416E-2	7.598877E-2	-4.116211E+0
2.154982E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069412E+2	2.409488E+2	3.078876E+2	2.408423E+2	-3.723145E-2	7.476807E-2	-4.116516E+0
2.154984E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069276E+2	2.409521E+2	3.078666E+2	2.408153E+2	-3.021240E-2	7.537842E-2	-4.117432E+0
2.154986E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069276E+2	2.409521E+2	3.078666E+2	2.408153E+2	-4.150391E-2	7.568359E-2	-4.116821E+0
2.154988E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068898E+2	2.408914E+2	3.079264E+2	2.408486E+2	-3.356934E-2	7.568359E-2	-4.116821E+0
2.154990E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068898E+2	2.408914E+2	3.079264E+2	2.408486E+2	-2.105713E-2	7.751465E-2	-4.116211E+0
2.154992E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068891E+2	2.409339E+2	3.078747E+2	2.408836E+2	-1.983643E-2	7.598877E-2	-4.115906E+0
2.154994E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068891E+2	2.409339E+2	3.078747E+2	2.408836E+2	-2.441406E-2	7.446289E-2	-4.115906E+0
2.154996E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068410E+2	2.408315E+2	3.077610E+2	2.408399E+2	-3.570557E-2	7.446289E-2	-4.114990E+0
2.154998E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068410E+2	2.408315E+2	3.077610E+2	2.408399E+2	-3.906250E-2	7.415771E-2	-4.114075E+0
2.155000E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068544E+2	2.409091E+2	3.078089E+2	2.408903E+2	-3.753662E-2	7.476807E-2	-4.114075E+0
2.155002E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068544E+2	2.409091E+2	3.078089E+2	2.408903E+2	-3.662109E-2	7.476807E-2	-4.112549E+0
2.155004E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068603E+2	2.409243E+2	3.078279E+2	2.408795E+2	-4.364014E-2	7.415771E-2	-4.110718E+0
2.155006E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068603E+2	2.409243E+2	3.078279E+2	2.408795E+2	-2.990723E-2	7.568359E-2	-4.109497E+0
2.155008E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069323E+2	2.409545E+2	3.079202E+2	2.409059E+2	-1.800537E-2	7.629395E-2	-4.111023E+0
2.155010E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069323E+2	2.409545E+2	3.079202E+2	2.409059E+2	-1.647949E-2	7.690430E-2	-4.110718E+0
2.155012E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.067943E+2	2.408723E+2	3.078049E+2	2.408548E+2	-2.410889E-2	7.598877E-2	-4.108582E+0
2.155014E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.067943E+2	2.408723E+2	3.078049E+2	2.408548E+2	-3.570557E-2	7.415771E-2	-4.108582E+0
2.155016E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068605E+2	2.408980E+2	3.078149E+2	2.408454E+2	-3.448486E-2	7.476807E-2	-4.108276E+0
2.155018E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068605E+2	2.408980E+2	3.078149E+2	2.408454E+2	-3.570557E-2	7.598877E-2	-4.105835E+0
2.155020E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068797E+2	2.409296E+2	3.078181E+2	2.408625E+2	-3.112793E-2	7.507324E-2	-4.106140E+0
2.155022E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068797E+2	2.409296E+2	3.078181E+2	2.408625E+2	-3.570557E-2	7.476807E-2	-4.105835E+0
2.155024E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068792E+2	2.409100E+2	3.078615E+2	2.408718E+2	-3.356934E-2	7.446289E-2	-4.104919E+0
2.155026E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068792E+2	2.409100E+2	3.078615E+2	2.408718E+2	-2.349854E-2	7.415771E-2	-4.104309E+0
2.155028E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068270E+2	2.409307E+2	3.078358E+2	2.408440E+2	-2.563477E-2	7.476807E-2	-4.104614E+0
2.155030E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068270E+2	2.409307E+2	3.078358E+2	2.408440E+2	-3.326416E-2	7.476807E-2	-4.105225E+0
2.155032E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068805E+2	2.409899E+2	3.078165E+2	2.408562E+2	-4.119873E-2	7.324219E-2	-4.105225E+0
2.155034E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.068805E+2	2.409899E+2	3.078165E+2	2.408562E+2	-4.852295E-2	7.232666E-2	-4.105225E+0
2.155036E+4	2.126523E+1	2.599156E+1	7.213542E+0	3.069002E+2	2.409336E+2	3.079149E+2	2.408296E+2	-4.089355E-2	7.385254E-2	-4.105835E+0
