t	xpz	ypz	zpz	xspt1	yspt1	xspt2	yspt2	vx	vy	vsum
5.271200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070121E+2	1.720696E+2	3.075280E+2	1.705777E+2	-3.082275E-2	6.713867E-2	-7.573242E+0
5.271400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070121E+2	1.720696E+2	3.075280E+2	1.705777E+2	-2.960205E-2	6.652832E-2	-7.572937E+0
5.271600E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069187E+2	1.721399E+2	3.075633E+2	1.706102E+2	-3.051758E-2	6.683350E-2	-7.573853E+0
5.271800E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069187E+2	1.721399E+2	3.075633E+2	1.706102E+2	-3.143311E-2	6.713867E-2	-7.572937E+0
5.272000E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069315E+2	1.720461E+2	3.075725E+2	1.705471E+2	-3.051758E-2	6.713867E-2	-7.573853E+0
5.272200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069315E+2	1.720461E+2	3.075725E+2	1.705471E+2	-3.112793E-2	6.683350E-2	-7.572937E+0
5.272400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070768E+2	1.720749E+2	3.075413E+2	1.705768E+2	-3.143311E-2	6.744385E-2	-7.573547E+0
5.272600E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070768E+2	1.720749E+2	3.075413E+2	1.705768E+2	-3.021240E-2	6.713867E-2	-7.573242E+0
5.272800E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070837E+2	1.720720E+2	3.076276E+2	1.705718E+2	-3.051758E-2	6.683350E-2	-7.573853E+0
5.273000E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070837E+2	1.720720E+2	3.076276E+2	1.705718E+2	-3.112793E-2	6.774902E-2	-7.574463E+0
5.273200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070828E+2	1.720545E+2	3.076884E+2	1.705584E+2	-3.051758E-2	6.683350E-2	-7.575378E+0
5.273400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070828E+2	1.720545E+2	3.076884E+2	1.705584E+2	-3.051758E-2	6.835937E-2	-7.575073E+0
5.273600E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070981E+2	1.720283E+2	3.075956E+2	1.705327E+2	-3.082275E-2	6.805420E-2	-7.575989E+0
5.273800E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070981E+2	1.720283E+2	3.075956E+2	1.705327E+2	-3.143311E-2	6.683350E-2	-7.577515E+0
5.274000E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070772E+2	1.720405E+2	3.076556E+2	1.705307E+2	-3.021240E-2	6.683350E-2	-7.576904E+0
5.274200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070772E+2	1.720405E+2	3.076556E+2	1.705307E+2	-3.082275E-2	6.744385E-2	-7.576599E+0
5.274400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069997E+2	1.720335E+2	3.074951E+2	1.704993E+2	-2.929687E-2	6.744385E-2	-7.576904E+0
5.274600E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.069997E+2	1.720335E+2	3.074951E+2	1.704993E+2	-3.082275E-2	6.774902E-2	-7.577820E+0
5.274800E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070778E+2	1.720461E+2	3.077003E+2	1.706100E+2	-3.082275E-2	6.713867E-2	-7.577820E+0
5.275000E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070778E+2	1.720461E+2	3.077003E+2	1.706100E+2	-3.082275E-2	6.744385E-2	-7.577820E+0
5.275200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.072450E+2	1.721299E+2	3.077415E+2	1.706482E+2	-3.143311E-2	6.744385E-2	-7.579956E+0
5.275400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.072450E+2	1.721299E+2	3.077415E+2	1.706482E+2	-3.082275E-2	6.713867E-2	-7.580566E+0
5.275600E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.072201E+2	1.721402E+2	3.077904E+2	1.706067E+2	-3.051758E-2	6.683350E-2	-7.579651E+0
5.275800E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.072201E+2	1.721402E+2	3.077904E+2	1.706067E+2	-3.021240E-2	6.744385E-2	-7.579956E+0
5.276000E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070790E+2	1.721383E+2	3.077310E+2	1.706251E+2	-2.990723E-2	6.774902E-2	-7.579651E+0
5.276200E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070790E+2	1.721383E+2	3.077310E+2	1.706251E+2	-3.051758E-2	6.713867E-2	-7.579346E+0
5.276400E+2	2.396578E+1	1.523625E+1	9.947917E+0	3.070554E+2	1.721440E+2	3.076104E+2	1.706348E+2	-3.051758E-2	6.713867E-2	-7.579651E+0
